titulo,clip,n_frames,texto
Coronavirus conferencia completa de Alberto Fernán,clip_0165,79,estan suspendidas las clases tambien para ellos
Coronavirus conferencia completa de Alberto Fernán,clip_0166,139,pero casi todas las demas preguntas que tienen que ver con quien se ocupa del
Coronavirus conferencia completa de Alberto Fernán,clip_0169,113,pero mañana va a tener respuesta a todo eso despues de la reunion del gabinete economico social
Coronavirus conferencia completa de Alberto Fernán,clip_0176,111,es autorizar el trabajo a distancia es decir que todo lo que puedan hacer su trabajo
Coronavirus conferencia completa de Alberto Fernán,clip_0180,121,queria consultar respecto de ciertos lugares donde tambien suele haber mucho movimiento
Coronavirus conferencia completa de Alberto Fernán,clip_0181,80,como por ejemplo shoppings supermercados mayoristas
Coronavirus conferencia completa de Alberto Fernán,clip_0182,179,donde la gente con mucha preocupacion se ha glomerado para tratar de hacer compras grandes y quedarse en sus casas
Coronavirus conferencia completa de Alberto Fernán,clip_0183,88,si van a permanecer abiertos si va a haber algun tipo de restriccion
Coronavirus conferencia completa de Alberto Fernán,clip_0184,78,y por otra parte se habia planteado la posibilidad
Coronavirus conferencia completa de Alberto Fernán,clip_0185,180,de una cuarentena en el pais si esto fue consultado y cual fue la respuesta de los especialistas
Coronavirus conferencia completa de Alberto Fernán,clip_0186,92,quizas no sea ahora el momento y si lo sea en otra epoca del año
Coronavirus conferencia completa de Alberto Fernán,clip_0188,152,porque el cierre de todos esos comercios tiene que ver tambien tiene ingenieras efectos economicos
Coronavirus conferencia completa de Alberto Fernán,clip_0189,151,y lo vamos a ver mañana una cosa es el shopping y otra cosa es el negocio de cercania
Coronavirus conferencia completa de Alberto Fernán,clip_0192,113,porque la gente ademas tiene que ir consumiendo comprando sus cosas
Coronavirus conferencia completa de Alberto Fernán,clip_0193,115,lo unico que nosotros estamos buscando es evitar la aglomeracion de gente
Coronavirus conferencia completa de Alberto Fernán,clip_0196,112,porque una cuarentena generalizada para el pais mucho
Coronavirus conferencia completa de Alberto Fernán,clip_0197,124,y el problema de las cuarentenas generalizadas tiene que ver tambien con que hay mucha produccion
Coronavirus conferencia completa de Alberto Fernán,clip_0201,125,por eso nosotros estamos en eso tratando de ser mas
Coronavirus conferencia completa de Alberto Fernán,clip_0202,101,es un tema que como dice yo esta mañana es un tema que analizamos
Coronavirus conferencia completa de Alberto Fernán,clip_0207,98,y resolviendo todas estas cosas vengan un dia mas de paciencia
Coronavirus conferencia completa de Alberto Fernán,clip_0209,119,dos preguntitas simples y cortitas primero esta la parte humanitaria de salud
Coronavirus conferencia completa de Alberto Fernán,clip_0210,179,pero ustedes que estuvo con culfas y con el ministro de economia evaluo las perdidas que esto va a traer para nuestro pais
Coronavirus conferencia completa de Alberto Fernán,clip_0211,98,y segundo una pregunta casi domestica como padre tambien se la pido
Coronavirus conferencia completa de Alberto Fernán,clip_0212,95,hablando tambien de las clases de los chicos el consejo que le da a los padres
Coronavirus conferencia completa de Alberto Fernán,clip_0213,89,porque los chicos estan contentos porque no van a tener clases
Coronavirus conferencia completa de Alberto Fernán,clip_0214,111,pero que hacen con los chicos les aconseja que se queden en sus casas que ganen la calle
Coronavirus conferencia completa de Alberto Fernán,clip_0215,103,porque es un problema digamos los chicos solos y en la calle cual es su consejo
Coronavirus conferencia completa de Alberto Fernán,clip_0218,125,y muchas veces esto es dificil por eso es uno de los temas que tenemos que resolver mañana
Coronavirus conferencia completa de Alberto Fernán,clip_0219,147,ver de que modo podemos facilitar que alguno de los padres se quede con los chicos en la casa
Coronavirus conferencia completa de Alberto Fernán,clip_0220,128,pero lo que hay que entender es que no estamos dando 14 dias de vacaciones
Coronavirus conferencia completa de Alberto Fernán,clip_0224,78,cuanto menos circulemos menor sera el riesgo
Coronavirus conferencia completa de Alberto Fernán,clip_0225,118,de que circule el virus y menor sera el riesgo de contraer el virus
Coronavirus conferencia completa de Alberto Fernán,clip_0226,96,por lo tanto esta vez es buen negocio quedarse en casa
Coronavirus conferencia completa de Alberto Fernán,clip_0227,114,es buen negocio y yo quisiera que todos los que puedan quedarse en su casa
Coronavirus conferencia completa de Alberto Fernán,clip_0228,144,lo intenten y me ayuden porque es la mejor forma de ayudarnos no circulando
Coronavirus conferencia completa de Alberto Fernán,clip_0231,101,lo que mañana vamos a anunciar es una serie de politicas activas
Coronavirus conferencia completa de Alberto Fernán,clip_0232,117,que mantenga la actividad economica en un momento en que la economia del mundo se deprime
Coronavirus conferencia completa de Alberto Fernán,clip_0233,118,y la economia argentina tambien pero lo que nosotros queremos es que eso no ocurra
Coronavirus conferencia completa de Alberto Fernán,clip_0237,89,garantizar mayores recursos a los que mas lo necesitan
Coronavirus conferencia completa de Alberto Fernán,clip_0238,85,porque si se van a quedar todos estos dias con sus chicos en la casa
Coronavirus conferencia completa de Alberto Fernán,clip_0239,142,seguramente necesitaran mas recursos es decir todo eso mañana va a estar resuelto
Coronavirus conferencia completa de Alberto Fernán,clip_0241,140,como va mi pregunta es bueno son dos preguntas primero que formato va a tener esta definicion
Coronavirus conferencia completa de Alberto Fernán,clip_0242,147,si va a ser a traves de un decreto una resolucion de que manera se va a dar a conocer oficialmente
Coronavirus conferencia completa de Alberto Fernán,clip_0243,92,y por otra parte que va a pasar el 31 de marzo
Coronavirus conferencia completa de Alberto Fernán,clip_0244,131,si tienen previsto extender o esta la posibilidad de que se extienda en la suspension de clases
Coronavirus conferencia completa de Alberto Fernán,clip_0247,144,y respecto a lo del 31 veremos volvo a repetir esto es dinamico no es algo estatico
Coronavirus conferencia completa de Alberto Fernán,clip_0248,104,es algo muy dinamico como es algo muy dinamico hay que ver como evoluciona
Coronavirus conferencia completa de Alberto Fernán,clip_0251,129,hoy nos dicen a la luz de lo que la organizacion mundial de la salud recomienda que tal vez tenga sentido
Coronavirus conferencia completa de Alberto Fernán,clip_0252,107,porque de ese modo disminuimos el transito de los alumnos
Coronavirus conferencia completa de Alberto Fernán,clip_0253,93,y de los padres entonces todo esto es muy dinamico
Coronavirus conferencia completa de Alberto Fernán,clip_0254,83,yo vuelvo a repetirles es una pelea con un ejercito invisible
Coronavirus conferencia completa de Alberto Fernán,clip_0255,104,que ademas era desconocido porque es un virus
Coronavirus conferencia completa de Alberto Fernán,clip_0259,99,yo insisto en que todos entiendan
Coronavirus conferencia completa de Alberto Fernán,clip_0260,82,que todos somos parte de la pelea
Coronavirus conferencia completa de Alberto Fernán,clip_0263,98,si hacemos las cosas bien los daños lo vamos a minimizar mucho
Coronavirus conferencia completa de Alberto Fernán,clip_0265,133,entendiendo que hay letra chica que va a salir mañana pero le queria preguntar quizas que aclare a nivel educativo
Coronavirus conferencia completa de Alberto Fernán,clip_0266,128,porque hablo de nivel inicial hablo de primaria que pasa con escuela secundaria que pasa con universidades
Coronavirus conferencia completa de Alberto Fernán,clip_0267,122,y por otra parte le queria preguntar si el lecho de sierra de fronteras mantiene en pie la repatriacion
Coronavirus conferencia completa de Alberto Fernán,clip_0268,100,los vuelos que se iban a hacer a europa estados unidos y otros paises para los argentinos que estan varados
Coronavirus conferencia completa de Alberto Fernán,clip_0271,101,con cierta picardia no los quieren traer porque vuelven sin gente
Coronavirus conferencia completa de Alberto Fernán,clip_0272,146,pero vendieron el pasaje de vuelta entonces estamos tambien actuando sobre esas empresas
Coronavirus conferencia completa de Alberto Fernán,clip_0275,129,y las universidades tanto han tomado decisiones para ese la universidad es autonoma y toma decisiones para ese
Coronavirus conferencia completa de Alberto Fernán,clip_0276,82,ya muchas universidades han decidido no dar clases
Coronavirus conferencia completa de Alberto Fernán,clip_0277,142,en el caso de las universidades confieso que yo entiendo mejor el tema
Coronavirus conferencia completa de Alberto Fernán,clip_0278,121,lo veo como algo mas razonable porque en la universidad hay gente de mayor edad
Coronavirus conferencia completa de Alberto Fernán,clip_0283,105,bueno tranquilos todos muy atentos
Coronavirus conferencia completa de Alberto Fernán,clip_0284,82,volver mas cual es el tiempo de la disculpas
Coronavirus conferencia completa de Alberto Fernán,clip_0285,162,ya pregunta no pero pregunta por que hay muchas personas de la disculpas
Coronavirus conferencia completa de Alberto Fernán,clip_0286,109,hay mucha gente que se ha lanzado los supermercados a comprar y compra y compra y compra
Coronavirus conferencia completa de Alberto Fernán,clip_0289,117,la verdad la argentina como dije el otro dia no puede ser un pais de vivos y de bogos ok
Coronavirus conferencia completa de Alberto Fernán,clip_0290,207,estamos todos pasando un mal momento hoy me comentaba un supermercadista que vendio ayer lo que vendio en navidad
Coronavirus conferencia completa de Alberto Fernán,clip_0291,93,y la verdad es que no es posible que aprovechen esas circunstancias
Coronavirus conferencia completa de Alberto Fernán,clip_0292,95,para aumentar los precios la argentina de los vivos se termino eh
Coronavirus conferencia completa de Alberto Fernán,clip_0293,103,yo aviso para que nadie se pase de vivo
Coronavirus conferencia completa de Alberto Fernán,clip_0294,204,la argentina de los vivos se termino por lo tanto vamos a actuar con lo que la ley nos permite actuar
Coronavirus conferencia completa de Alberto Fernán,clip_0299,121,esta actuando sobre los productores y sobre los que lo venden
Coronavirus conferencia completa de Alberto Fernán,clip_0300,103,ahi tambien estamos aplicando la ley de defensa de la competencia
Coronavirus conferencia completa de Alberto Fernán,clip_0301,103,y no vamos a permitir con los barbijos pasa lo mismo
Coronavirus conferencia completa de Alberto Fernán,clip_0303,92,y respecto del futbol si el futbol se juega a puertas cerradas
Coronavirus conferencia completa de Alberto Fernán,clip_0304,138,yo no veo inconvenientes y lo que me encantaria es que por lo menos en este tiempo
Coronavirus conferencia completa de Alberto Fernán,clip_0305,185,le den a los argentinos la posibilidad de verlos los partidos de futbol no por medios de sistemas codificados
Coronavirus conferencia completa de Alberto Fernán,clip_0306,102,sino por la television abierta ya que tenemos que quedarnos en casa
Coronavirus conferencia completa de Alberto Fernán,clip_0307,82,para muchos es un gran divertimiento poder ver el futbol
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0002,200,es un mito para huayo lo deberian ver pero bueno creo que estamos con 7 dias seguidos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0003,225,haciendo lives que buena onda espero que la esten disfrutando como yo que haces andy
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0004,175,todo bien como va la gente mientras todos estan entrando queria contarles una anecdota muy graciosa
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0005,225,que haces moni que haces rama valen ana que buena onda que todos entran asi tan rapido enzo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0006,250,maximo loreto dominique marcelo tuti bueno vamos a arrancar con esto les queria contar una anecdota
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0007,175,muy graciosa en mi vida donde ser argentino o por lo menos mentir y decirles que soy argentino
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0009,200,canada donde se habla frances una ciudad super linda tengo varios amigos que viven en montreal
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0010,200,especialmente durante el verano en montreal es espectacular y deberian ir a montreal por favor
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0011,175,bueno les cuento mi bien llegaba al hotel donde me estaba quedando en montreal con mis amigos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0012,225,yo entraba primero mis amigos se quedaron agarraron todos sus valijas y todo mientras yo estaba entrando al hotel
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0013,75,para subir al lobby y hacer el checkin y todo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0014,225,entro al ascensor y entran dos personas mas dos tipos que se veian como que si fuesen amigos
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0015,200,hablando en frances nada mas completamente en frances que becoa de quebec
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0016,175,y yo ahi tranquilo solito no pasaba nada
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0017,175,y empece a darme cuenta de que estos pibes estos tipos se estaban borrando de mi
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0018,200,y me estaba dando cuenta de eso dije para un poco se estan borrando de mi esto no es justo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0021,100,y se estan borrando de mi porque soy de estados unidos no
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0022,225,y dije oh les voy a pegar con una noticia y les voy a mentir y ver su reaccion
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0024,175,y no sabes como les cambiaron o no sabes como les cambio la cara
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0025,125,o dijo eh eh eh eh eh where are you from
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0026,225,y yo yo soy argentina que quieres me dijo argentina messi oh como esta
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0028,200,y empezaron a hablar conmigo y todo y al gran no les dije que soy de estados unidos seguia con mi mentira
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0029,150,diciendo si soy argentina y que estoy aca de besita y todo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0030,225,y ahi fue cuando dije mira vos que bien que aprendi español porque cualquier otra persona se iba a enojar
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0032,200,como que de repente yo era como su amigo y querian saber un poco mas de mi querian saber un poco mas de argentina
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0033,100,y fue genial fue super super genial
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0034,100,yo creo que conte esta anecdota en otro video en otro live que hice hace mucho tiempo
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0036,175,podes de repente si estas en una situacion donde no sabes que hacer podes decir que si si hablo español
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0037,125,soy de argentina y por ahi te puedes llegar a servir a mi me sirvio un monton claro
LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,clip_0038,75,natalla dice alto chamullo
