titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
RESPONDO TODO 🌶,clip_0044,ok,0.923,0.154,0.231,rajagi yo con la que tenia trato era con otra de las dueñas de la empresa,ja ja jiji yo con la que tenia trato era con otra de las dueñas de la empresa
RESPONDO TODO 🌶,clip_0045,ok,0.833,0.167,0.167,que le mandan un beso que somos dos señales del espectaculo nos hemos dicho de todo en la casa,que le mando un beso que somos dos señores del espectaculo nos hemos dicho de todo en la calle
RESPONDO TODO 🌶,clip_0046,texto_dudoso,0.097,0.065,0.097,pero no esable porque aldo porque al fin del permeador no tenemosate si pero dichos son tetes encantamas hacer y muchas personas arise y lo tienen ahi y por lo hay que quedarlas y estar este tome ykimasu,pero siempre le digo le deci a la dueña que venga yo le digo ah si que eres guerra pero fuimos
RESPONDO TODO 🌶,clip_0047,ok,0.750,0.250,0.125,pero hoy en dia tambien me la cruza a mi amor que somos mujeres de espectaculo,ta ta ta ta ta corte pero hoy en dia todavia me la cruzo ay mi amor que somos mujeres del espectaculo
RESPONDO TODO 🌶,clip_0048,ok,0.571,0.048,0.095,veni para aca si el vi a dar una abrazo negra pero con oqui antes no tengo ningun tipo de lor,veni para aca silvia dame un abrazo negra pero con okiato no tengo ningun tipo de lore
RESPONDO TODO 🌶,clip_0049,ok,0.938,0.062,0.188,proyectos que no se terminaron dando y te vese gustado hay uno que no quiero dar mucho detalle,proyectos que no se terminaron dando y te hubiese gustado hay uno que no quiero dar mucho detalle
RESPONDO TODO 🌶,clip_0050,ok,0.800,0.150,0.200,no se quizas el tipo lo van a hacer despues con otra persona no me deas me acuerdo que se graba un piloto,porque no se quizas lo van a hacer despues con otra persona ni idea me acuerdo que se grabo un piloto
RESPONDO TODO 🌶,clip_0051,ok,0.909,0.182,0.273,entonces yo era un piloto un director muy conocido yo era como un personaje secundario,se llevo a grabar un piloto un director muy conocido yo era como un personaje secundario
RESPONDO TODO 🌶,clip_0052,texto_dudoso,0.455,0.273,0.182,tipo a perder a como un drag dealer en tames pero no drag dealer,pero era como un drug dealer entendes o sea no drug dealer
RESPONDO TODO 🌶,clip_0053,ok,0.556,0.222,0.111,como un reventadito y me gusta lo del personal,como un reventadito y me gustaba boludo el personaje
RESPONDO TODO 🌶,clip_0054,ok,0.900,0.100,0.200,era muy divertido tambien y estaba tipo laiva de dominici,era muy divertido tambien y estaba tipo la eva de dominici
RESPONDO TODO 🌶,clip_0055,ok,0.789,0.053,0.053,y si es decir fue un piloto que se armo y despues y creo que no salio a ningun lado se nos surgio,o sea fue un piloto que se armo y despues tipo creo que no salio a ningun lado no surgio
RESPONDO TODO 🌶,clip_0056,ok,0.571,0.143,0.143,pero ese me me me viento se ha mal volverias a hacer carolos en el ba,pero ese me habia entusiasmado volverias a ser carolos en el bar
RESPONDO TODO 🌶,clip_0057,ok,0.692,0.077,0.154,bueno yo puse tipo voy a contestar un nuevo programa por partido sirio,ah bueno yo puse tipo voy a contestar preguntas no me pregunten mas por martin sirio
RESPONDO TODO 🌶,clip_0058,ok,0.615,0.231,0.231,por favor basta porque ya me siento tipo que me este en la hilera,por favor basta porque ya me siento tipo cristina aguilera
RESPONDO TODO 🌶,clip_0059,texto_dudoso,0.412,0.059,0.176,cuando preguntan para brindir todo el tiempo y no me va a ver lo primero nada todavia,cuando le preguntaban por britney todo el tiempo y en un momento o sea primero no todo bien que se yo
RESPONDO TODO 🌶,clip_0060,texto_dudoso,0.450,0.250,0.300,y en un momento se estaba en chave de las pelotas a mi telectipo la vez de terminar grabando una tirea abrita,y en un momento ya estaba hinchada a las pelotas me entendes tipo le termino agarrando una tirria a britney
RESPONDO TODO 🌶,clip_0061,ok,0.842,0.158,0.053,de ver tanto que la rompia las pelotas entonces basta masta chicos no y despues que siento que la entrevista con leyvin,entendes de tanto que le rompia las pelotas entonces basta basta chicos no y despues que siento que en la entrevista con lady nada
RESPONDO TODO 🌶,clip_0062,ok,0.929,0.071,0.214,que hice lo explique muy bien lo que habia pasado o sea asi que vayan a verlo,que hice explique muy bien lo que habia pasado o sea si que vayan a verlo
RESPONDO TODO 🌶,clip_0063,ok,0.591,0.136,0.227,y ahi se lo dije pero bueno volvi a sacarlos en el bar un chico que no yo reacting no no jajaja que soaking holaf,y ahi ya lo dije pero bueno volverias a ser carlos en el bar yo creo que no bueno
RESPONDO TODO 🌶,clip_0064,texto_dudoso,0.471,0.176,0.176,que se sabe mas que la gente que viene una marca multimissionaria nos dice que no es que nada nada a todo,que se yo imaginate que viene una marca multimillonaria y nos dice nos dan a todos
RESPONDO TODO 🌶,clip_0065,ok,1.000,0.333,0.333,pero yo creo que no si haria una reunion,vamos pero yo creo que no si haria una reunion
RESPONDO TODO 🌶,clip_0066,ok,0.500,0.250,0.000,tipo una reunion re tipo a ir un cario y tendras que desardu,tipo una reunion re tipo ahi un careo entendes que tizardo
RESPONDO TODO 🌶,clip_0067,texto_dudoso,0.417,0.000,0.083,paperica en la libio de comamico por supuesto bueno todos hacemos a libio de comamico,paprika el alivio comico por supuesto bueno todos hacemos alivio comico
RESPONDO TODO 🌶,clip_0068,ok,0.765,0.000,0.118,pero martin sidio y yo ahi de riune viste que los realitiquen un año despues hacer una riune,pero martin martin sirio y yo ahi entendes de reunion viste que los realities que tipo un año despues hacen una reunion
RESPONDO TODO 🌶,clip_0069,ok,0.667,0.167,0.083,para eso estoy para hacer una cosa como diaria semana algo como un trabajo,para esa estoy para asi una cosa como diaria semanal como un trabajo
RESPONDO TODO 🌶,clip_0070,ok,0.786,0.071,0.214,como que yo quizas no no porque a lo si no porque bueno hay otras preguntas a respecto,como que yo quizas no no por carolo sino porque bueno hay otras preguntas al respecto
RESPONDO TODO 🌶,clip_0071,ok,0.846,0.154,0.231,y lo voy a costar tambien he dicho que no a otros programas a ver,y le voy a contestar tambien he dicho que no a otros programas y a ver
RESPONDO TODO 🌶,clip_0072,ok,0.818,0.273,0.273,bueno vamos a contar a que prometer que no eso es una bolude,bueno vamos a contar a que programa dije que no eso es una boludez
RESPONDO TODO 🌶,clip_0073,ok,0.786,0.214,0.071,lo puedo contar que opino victoria de la obra a lo que nos puedes contar viste la psicologa,lo puedo contar que opino victoria de la obra lo que nos puedas contar victoria es mi psicologa
RESPONDO TODO 🌶,clip_0074,ok,0.600,0.067,0.067,me digo que estaba muy orgullosa esa fue su palabra y yo rompi en chanto,me dijo que estaba muy orgullosa esas fueron sus palabras y yo rompi en llanto
RESPONDO TODO 🌶,clip_0075,ok,0.923,0.077,0.385,literalmente porque no era solamente la obra el chiste o lo que fue,literalmente porque no era solamente digamos la obra el chiste o lo que fuera
RESPONDO TODO 🌶,clip_0076,ok,0.800,0.200,0.150,sino como el proceso o al menos eso fue lo que entendi yo quiza viste que los psicologos sean medios cuitos,sino como el proceso o al menos eso fue lo que entendi yo quizas viste que los psicologos son medio escuetos
RESPONDO TODO 🌶,clip_0077,ok,0.556,0.056,0.167,y te habeis tirado una frase y bueno voy y voy a comer la interpretaste bueno ultima peli seri que te orige nombre,viste tiran una frase y bueno y vos como la interpretaste bueno ultima peli serie que te origino un brote
RESPONDO TODO 🌶,clip_0078,ok,0.750,0.250,0.125,psicotico con el rio mistico no se si pero no se pero una serie que si que me volo la cabez,psicotico condenario mistico no se si no se pero una serie que si que me volo la cabeza
RESPONDO TODO 🌶,clip_0079,ok,0.786,0.071,0.000,y le recomiendo todo el mundo y por favor vean la seguro de un resumen,y la recomiendo a todo el mundo y por favor veanla seguro haga un resumen
RESPONDO TODO 🌶,clip_0080,ok,0.769,0.077,0.154,siempre digo esto pero tambien a otra cosa que quiera aprovechar para cloud,siempre digo esto pero tambien ah otra cosa que queria aprovechar para aclarar
RESPONDO TODO 🌶,clip_0081,ok,0.611,0.111,0.167,pero tambien preguntaron mucho tipo si voy a volver a subir en mi video 2 por semana en la mendez,porque tambien me preguntaron mucho tipo si voy a volver a subir videos dos por semana o tres
RESPONDO TODO 🌶,clip_0082,ok,0.923,0.077,0.231,y si obviamente que es mi dia pero yo no se como explicarles,y si obviamente que es mi idea pero yo no se como explicarles
RESPONDO TODO 🌶,clip_0083,ok,0.923,0.231,0.231,lo agotador que es estar de gira siento que no lo puedo explicar con palad,lo agotador que es estar de gira siento que no lo puedo explicar con palabras
RESPONDO TODO 🌶,clip_0084,ok,0.938,0.188,0.188,porque tampoco o sea no es tipo cargar bolsas en el puerto o viste que se llobit,porque tampoco o sea no es tipo cargar bolsas en el puerto viste que se yo viste
RESPONDO TODO 🌶,clip_0085,ok,0.500,0.000,0.000,te lo entiendo si pero hay algo voludo de osea del via,yo se entiendo si pero hay algo boludo o sea del viaje
RESPONDO TODO 🌶,clip_0086,ok,0.526,0.211,0.105,que estas mariado medio con pes o sea el comedio se dormis la si esta viste como que tenes que tomar,estas mareado o sea comes o dormis la siesta viste como que tenes que tomar
RESPONDO TODO 🌶,clip_0087,ok,0.800,0.200,0.100,ese tipo de decisiones viste a salir a la nueva mañana,ese tipo de decision decisiones viste salis a las nueve de la mañana uy
RESPONDO TODO 🌶,clip_0088,ok,0.833,0.167,0.167,este vuelo se cancelo de la ropa que sale de seis es complicado,este vuelo se cancelo de aeropar que sale de seis es complicado
RESPONDO TODO 🌶,clip_0089,ok,0.882,0.118,0.176,asi que estoy esperando terminar esta gira se van a agregar algunas fechas ya no se adelanto a ver,asi que estoy esperando terminar esta gira se van a agregar algunas fechas ya nos adelanto algo
RESPONDO TODO 🌶,clip_0090,ok,1.000,0.167,0.083,y despues cuando se cierre eso voy a enfocarme en el canal,no no y despues cuando se cierre eso voy a enfocarme en el canal
RESPONDO TODO 🌶,clip_0091,ok,0.941,0.059,0.118,y ya tengo cosas preparadas y todo pero les pido que aguanten un cachito que opinas de matias boteiro,y ya tengo cosas preparadas y todo pero les pido que aguanten un cachito que opinas de matias botero
RESPONDO TODO 🌶,clip_0092,ok,0.917,0.167,0.500,que me gustaria que me muestri mas su lado tiene un lado muy como muy tierno,que me gustaria que muestre mas su lado tiene un lado muy como muy tierno
RESPONDO TODO 🌶,clip_0093,ok,0.789,0.368,0.053,como muy linda me gustaria que lo muestre mas en medio de todo el tiempo estar mostrando a mi,como muy lindo me gustaria que lo muestre mas en vez de todo el tiempo estar mostrando ah mira
RESPONDO TODO 🌶,clip_0094,ok,1.000,0.143,0.143,mira que tan lejos puedo ir viste que esta bien es un look y esta bueno,mira que tan lejos puedo ir viste que esta bien es un look y esta bueno
RESPONDO TODO 🌶,clip_0095,ok,0.750,0.050,0.250,no mirad o sea le va muy bien pero me gustaria haber otro costado de proposito no estar algun programa de luz,mira o sea le va muy bien pero me gustaria ver otro costado te propusieron estar en algun programa de luzu
RESPONDO TODO 🌶,clip_0096,ok,0.714,0.357,0.214,ehm despues de la depada de la misma no si me ofrecieron estar en un programa,eh despues de lo demas de lo mismo no si me ofrecieron estar en un programa
RESPONDO TODO 🌶,clip_0097,ok,1.000,0.100,0.400,en resumido que es como que son medio la misma empresa,en resumido que es lo que es como que son medio la misma empresa
RESPONDO TODO 🌶,clip_0098,ok,0.882,0.235,0.118,como que es medio como parte de un mismo grupo y era un programa que iba a ser confed de popcog,como que es medio como parte de un mismo grupo y era un programa que iba a ser con fede pop gold
RESPONDO TODO 🌶,clip_0099,ok,0.923,0.231,0.308,sobre cultura pop tipo un podcast y estabamos avanzando y despues no se vien,sobre cultura pop tipo un podcast y estabamos avanzando y despues no se bien
RESPONDO TODO 🌶,clip_0100,ok,0.933,0.267,0.067,y despues no se que paso o sea surgieron otras cosas fueron por otros pocos,y despues no se que paso o sea surgieron otras cosas fueron por otros podcasts
RESPONDO TODO 🌶,clip_0101,ok,0.812,0.062,0.062,ni idea estos fases ya bastante por eso lo cuento ahora porque fase como dos años,ni idea esto fue hace ya bastante por eso lo cuento ahora porque fue hace como dos años
RESPONDO TODO 🌶,clip_0102,ok,0.529,0.176,0.118,y la verdad que ese proyecto me ha ido a usar mas de dos pero por eso por,ponele y la verdad que ese proyecto me habia entusiasmado pero por x o por y
RESPONDO TODO 🌶,clip_0103,ok,0.500,0.167,0.083,no salio cuanto ha habido 180 la gente empieza a que suena,no salio cuanto mido un ochenta la gente piensa que soy enano
RESPONDO TODO 🌶,clip_0104,ok,0.765,0.118,0.059,por eso lo queria aclarar y por eso me la note siempre que me ven me dicen ah ahi son mas,por eso lo queria aclarar y por eso me lo anote siempre que ven me dicen ay son mas altos
RESPONDO TODO 🌶,clip_0105,ok,0.500,0.000,0.286,no es un poco miedo de 190 o 2 metros como 180 para un hombre,tampoco es que mido uno noventa o dos metros pero es como un ochenta para un hombre
RESPONDO TODO 🌶,clip_0106,ok,0.824,0.235,0.000,es medio de la estructura normal o no pero la gente piensa que entre la palpa de una mano y no,es medio la estatura normal o no pero la gente piensa que entro en la palma de una mano y no
RESPONDO TODO 🌶,clip_0107,ok,0.833,0.000,0.000,como estas chester esta muy bien esta muy bien,como esta chester chester esta muy bien esta muy bien chester
RESPONDO TODO 🌶,clip_0108,ok,0.609,0.043,0.217,hacer rato de no lo ven pasa que el tiempo se pone bien si yo me mira bueno despues que estas ahora a lo agarra,hace rato que no lo ven pasa que el siempre se pone en el sillon y me mira bueno despues quizas ahora lo haga
RESPONDO TODO 🌶,clip_0109,ok,0.867,0.267,0.067,ahora esta durmiendo justo no lo vamos no no porque es va a pensar que quiero jugar,ahora esta durmiendo justo no lo va no no no porque va a pensar que quiero jugar
RESPONDO TODO 🌶,clip_0110,ok,0.833,0.111,0.222,te llamaron para olga yes of course baby pero por supuesto con quien se empieza a que te habla,te llamaron para olga yes of course baby pero por supuesto con quien se piensa que estan hablando ustedes
RESPONDO TODO 🌶,clip_0111,ok,0.650,0.200,0.100,tambien me dan cosas a veces yo digo pero puede ser esta que te dice si siquiera se tiene que preguntar,tambien a veces yo digo pero no puede ser esta gente ni siquiera se lo tienen que preguntar
RESPONDO TODO 🌶,clip_0112,ok,0.692,0.154,0.077,por favor mi amor yo se manejarme ese tratazo y creadora de estilo,por favor mi amor yo se manejarme se tratar soy creadora de estilos
RESPONDO TODO 🌶,clip_0113,ok,0.600,0.100,0.000,no hay innovacion pura yo con olga con luiscil con los chiles,soy innovacion pura yo con olga con luis con los chela
RESPONDO TODO 🌶,clip_0114,ok,0.533,0.000,0.000,trabajen sus araje y menes trabaje y divino a bueno tambien otra pregunta me ha preguntado,trabaje en susana jimenez trabaje divino ah bueno tambien otra pregunta me habian preguntado
